Month,state,median_listing_price,active_listing_count,new_listing_count,price_increased_count,average_listing_price,total_listing_count
20-Jul,alaska,312450,2473,924,32,360992.1063,2604
20-Jul,nevada,354999,10253,4652,400,604211.6933,12724
20-Jul,idaho,409000,5302,2904,348,673332.6614,10691
20-Jul,west virginia,174495,5091,1540,76,247457.5962,7785
20-Jul,vermont,321450,3099,1032,44,466690.3298,4551
20-Jul,colorado,524950,20458,10976,784,939973.4434,38242
20-Jul,south carolina,289900,20539,7484,1576,445536.5542,35495
20-Jul,utah,481338.5,8027,4216,656,876831.5435,18132
20-Jul,arkansas,209450,9310,3164,172,287157.7642,13974
20-Jul,california,698500,56351,35484,1868,1419971.191,113412
20-Jul,montana,399000,4530,1536,60,737816.1196,8218
20-Jul,kansas,219950,6005,2716,148,325095.1148,12347
20-Jun,louisiana,245565,14303,4192,220,325771.9645,22113
20-Jun,delaware,339950,3144,1192,184,452646.1441,3815
20-Jun,pennsylvania,249950,28921,14744,632,362188.8499,42342
20-Jun,utah,466450,9012,4604,692,812043.2358,18907
20-Jun,north dakota,238990,2962,1032,12,279865.7478,4249
20-Jun,new mexico,279900,5728,1992,100,410537.6072,9600
20-Jun,oklahoma,238920,10683,4468,256,315025.6929,14748
20-Jun,michigan,249950,27196,14184,456,351859.3834,42383
20-Jun,tennessee,324114,18234,8836,852,452812.1612,32979
20-Jun,georgia,321792,51261,22804,2624,438061.8188,90662
20-Jun,kansas,219900,6358,2976,128,314015.7872,12770
20-Jun,hawaii,631500,6851,1576,64,1142557.594,7687
20-Jun,texas,309950,83575,37324,4404,446253.6764,141537
20-Jun,wyoming,289900,2863,1084,28,674433.0006,3785
20-Jun,florida,339900,122610,37016,4720,686601.361,189415
20-Jun,minnesota,309900,17219,9404,224,401603.0021,29694
20-Jun,kentucky,239000,8942,3680,160,316892.167,18532
20-Jun,new jersey,429500,32860,16604,564,631927.8167,40405
20-Jun,montana,395000,4943,1736,60,709809.7972,8307
20-Jun,district of columbia,699900,1379,944,20,1043298.63,1746
20-Jun,north carolina,338379,30338,12484,1676,461818.653,52953
20-Jun,connecticut,397950,17162,6480,248,805627.0515,17303
20-Jun,vermont,317000,3241,1060,56,458245.7558,4457
20-Jun,massachusetts,599950,13468,9020,200,957579.4715,18080
20-Jun,virginia,357000,23332,11392,1132,510882.4083,36726
20-Jun,oregon,449925,11024,5784,1560,595756.1545,21909
20-Jun,south dakota,257900,3542,1224,36,329262.3631,4432
20-Jun,arkansas,205000,9961,3304,120,280212.9098,14561
20-Jun,idaho,399450,6011,3076,388,635858.1246,11177
20-Jun,alaska,309450,2518,1128,44,353576.0156,2638
20-Jun,illinois,249995,44320,20388,360,373926.8296,75351
20-Jun,arizona,385632.5,14984,7624,940,612401.3584,33849
20-Jun,wisconsin,275000,14315,6660,180,356765.6277,24524
20-Jun,ohio,219900,18254,10860,472,300868.6334,41600
20-Jun,colorado,517450,21313,11820,808,900380.6362,38553
20-Jun,maine,289500,5601,2280,52,429486.4379,6763
20-Jun,maryland,363495,12686,7208,480,501156.4743,16677
20-Jun,iowa,224950,12163,4284,388,262244.9608,20628
20-Jun,washington,499475,13616,9424,912,687799.017,28153
20-Jun,rhode island,424950,2164,1244,16,732387.0342,4696
20-Jun,california,662000,61454,34704,1768,1345918.574,112461
20-Jun,mississippi,216950,7822,2288,156,277224.7942,11715
20-Jun,nebraska,255100,4332,1928,204,304132.6795,9233
20-Jun,missouri,229900,15665,7064,380,312834.4337,30312
20-Jun,alabama,258762.5,16333,5832,876,337072.7525,23273
20-Jun,new york,499949.5,62506,21748,852,1063961.67,93606
20-Jun,south carolina,290408,22213,7380,1240,442034.2168,36749
20-Jun,nevada,349950,11031,4344,348,606593.6796,13217
20-Jun,west virginia,173700,5318,1568,56,245562.215,7851
20-Jun,new hampshire,395000,3510,2172,100,501616.1832,5949
20-Jun,indiana,234950,11341,6092,276,301664.8223,20215
20-May,oklahoma,229900,11629,4532,228,303269.2751,15032
20-May,colorado,500000,20210,10600,476,879416.2092,31336
20-May,minnesota,310000,17193,8716,184,398283.0917,27606
20-May,kentucky,234000,10023,3536,164,305707.3198,18197
20-May,new jersey,409900,33200,11832,320,594478.8611,39010
20-May,wyoming,279900,2733,928,24,671258.5812,3532
20-May,california,619999,65249,33428,1388,1253754.636,102456
20-May,district of columbia,695000,1324,776,12,1042488.631,1642
20-May,massachusetts,575000,13374,7196,164,895102.5548,16312
20-May,idaho,389900,6435,3080,224,606655.3921,10329
20-May,pennsylvania,239900,29766,10196,452,344217.8256,36584
20-May,new mexico,272300,6147,1848,84,392794.9473,9165
20-May,arkansas,199900,10876,3172,104,272954.5947,14867
20-May,north dakota,239000,3001,984,20,277134.6573,4030
20-May,washington,489500,13836,8548,600,663996.9896,25819
20-May,iowa,222500,12776,4164,284,256226.0985,20181
20-May,texas,299990,91723,35772,3556,431579.9115,138054
20-May,rhode island,399900,2314,1116,20,677151.878,4303
20-May,virginia,349950,25591,10276,696,498045.4313,37641
20-May,montana,379988,5020,1620,52,678781.7553,7590
20-May,louisiana,239900,15605,4020,128,314845.6335,21954
20-May,hawaii,629000,6693,1324,56,1147202.288,7358
20-May,kansas,210000,7005,2740,128,299544.5841,12629
20-May,new hampshire,384900,3622,1880,96,489153.7309,5480
20-May,utah,449000,10058,4796,432,749619.0926,18550
20-May,tennessee,314900,20157,9084,788,435490.2289,32817
20-May,north carolina,326656,34314,11768,1184,443640.0088,52946
20-May,indiana,229900,12642,6100,200,290790.3199,20185
20-May,mississippi,212200,8518,2192,144,271527.2262,12232
20-May,arizona,366990,19299,8392,708,582562.5101,34377
20-May,nevada,346000,11358,3996,276,589145.0572,13029
20-May,michigan,239900,28461,14548,372,333289.0145,37327
20-May,new york,499000,60272,14020,588,1073760.121,88440
20-May,illinois,244900,45232,16880,244,362902.849,69767
20-May,connecticut,387900,15618,5128,156,790154.583,15739
20-May,maryland,356990,13879,6212,452,480820.3484,17036
20-May,alaska,304000,2447,904,32,347939.5796,2538
20-May,west virginia,170000,5683,1396,48,238637.9664,7858
20-May,nebraska,255000,4718,2124,120,301001.9886,9083
20-May,georgia,309990,57258,22532,2312,422337.2682,89310
20-May,ohio,205000,19948,9896,412,287112.7561,40241
20-May,wisconsin,274900,14839,5932,136,355443.014,23224
20-May,alabama,250464,17805,5956,688,330165.2342,23734
20-May,delaware,336530,3426,1040,132,445395.1026,3944
20-May,florida,335000,133657,34772,4268,665892.0428,186009
20-May,oregon,439900,12092,5384,1332,574899.9115,20613
20-May,maine,275000,5578,1744,56,412296.1157,6438
20-May,south carolina,289000,24686,7204,808,433602.0507,36673
20-May,missouri,225000,16927,6476,288,301839.3807,29387
20-May,south dakota,249900,3477,1316,12,320187.3295,4254
20-May,vermont,299000,3282,768,36,439727.1965,4105
20-Apr,texas,294956,94390,29120,2380,411862.2286,132520
20-Apr,florida,331350,139045,27544,2744,655784.3987,188158
20-Apr,connecticut,379000,15948,2984,108,760314.5992,16066
20-Apr,new jersey,399000,33749,6652,228,600134.6026,36001
20-Apr,arkansas,198992.5,11728,2840,96,266149.0201,15196
20-Apr,pennsylvania,229900,28590,3836,256,338461.7189,36297
20-Apr,alaska,292500,2302,676,20,336673.8582,2398
20-Apr,arizona,358250,20556,8772,544,557549.5258,33852
20-Apr,north carolina,318000,36084,9888,1064,425968.3579,52297
20-Apr,kentucky,224950,11013,3096,108,293922.3045,18024
20-Apr,georgia,299900,59536,19660,1776,408892.0951,87682
20-Apr,nebraska,247150,4984,1688,108,290488.8771,8771
20-Apr,wisconsin,266500,15195,4692,104,348183.1752,22591
20-Apr,delaware,333292.5,3499,792,116,439334.8149,3901
20-Apr,kansas,196125,7513,2348,124,288817.8372,12399
20-Apr,idaho,384950,6272,2456,140,602138.7744,6827
20-Apr,massachusetts,550000,12694,4332,136,880015.7031,14785
20-Apr,vermont,296250,3388,280,24,436906.3998,4066
20-Apr,ohio,195250,21521,8060,372,274517.297,39142
20-Apr,indiana,214950,13776,4764,244,274969.9431,19940
20-Apr,michigan,229000,27034,4244,208,322436.3804,34890
20-Apr,oregon,426000,12470,4788,1416,558061.8342,19273
20-Apr,oklahoma,224950,12454,3884,188,292576.5264,15302
20-Apr,north dakota,234900,2928,720,44,274315.7914,3733
20-Apr,utah,435000,10434,4376,336,729894.9293,17514
20-Apr,new mexico,263400,6361,1576,108,382867.8791,9129
20-Apr,alabama,249000,18647,4848,512,320436.1044,23824
20-Apr,mississippi,205000,9125,1860,104,265909.5547,12258
20-Apr,iowa,215000,13279,3740,332,249470.4613,18865
20-Apr,virginia,339900,26843,10108,584,473827.7727,37600
20-Apr,california,589950,62282,23692,1416,1218316.546,95854
20-Apr,new york,499499.5,63838,7500,280,1131616.472,94478
20-Apr,new hampshire,372900,3631,1172,64,474050.7378,5270
20-Apr,south carolina,280450,26070,6124,924,421899.8795,36772
20-Apr,tennessee,299900,21290,7720,520,413837.5214,31544
20-Apr,washington,474497.5,13130,6304,600,648038.4959,23727
20-Apr,missouri,213445,18026,5684,264,287152.9335,28588
20-Apr,south dakota,249900,3406,1156,20,319811.5233,4014
20-Apr,illinois,234950,46091,12404,244,349064.8938,69211
20-Apr,louisiana,234450,16508,3084,196,306458.8192,21930
20-Apr,district of columbia,685000,1264,616,16,1015233.332,1516
20-Apr,nevada,345000,11074,3812,216,592003.3832,12599
20-Apr,maryland,347500,14091,5272,308,463710.49,16675
20-Apr,hawaii,627750,5586,1136,32,1265467.711,6267
20-Apr,montana,364208.5,5054,1096,64,660785.3705,7198
20-Apr,rhode island,394950,2351,844,8,657097.8193,4242
20-Apr,minnesota,302964,16143,7044,184,393062.6587,25503
20-Apr,maine,269900,5736,1132,48,400473.7728,6404
20-Apr,colorado,499806,18250,6088,444,912310.2548,27633
20-Apr,west virginia,169000,6040,1224,72,233215.8137,7892
20-Apr,wyoming,275000,2635,724,32,681325.0248,3318
20-Mar,idaho,382400,5394,3076,176,617832.2995,6161
20-Mar,pennsylvania,229950,30706,12068,496,339198.1204,40819
20-Mar,missouri,209450,17919,7304,328,286347.4816,29008
20-Mar,alabama,243500,18565,6308,596,318826.2598,24089
20-Mar,alaska,292450,2199,804,28,334389.6193,2301
20-Mar,mississippi,205000,9293,2620,156,265537.8218,12478
20-Mar,minnesota,302500,15514,8752,252,397383.1005,24167
20-Mar,south dakota,246450,3121,1192,12,316548.1277,3735
20-Mar,oklahoma,219900,12339,4900,136,288413.0661,15338
20-Mar,kansas,189500,7615,3000,140,284306.5652,12558
20-Mar,washington,472997.5,11884,9036,740,658131.2227,23235
20-Mar,indiana,209500,13619,6704,180,273845.3868,20459
20-Mar,montana,352450,4788,1452,36,657365.605,7054
20-Mar,texas,294750,92419,39556,3824,415461.2696,135494
20-Mar,south carolina,281707.5,25366,8728,844,426088.6057,37191
20-Mar,maine,266950,5713,1504,48,396815.4444,6433
20-Mar,new mexico,262000,6260,2072,68,385490.4274,9292
20-Mar,arizona,373995,17554,10768,896,605749.4687,34051
20-Mar,arkansas,193950,11877,3660,140,264638.9254,15527
20-Mar,delaware,330900,3597,1212,196,439719.7725,4103
20-Mar,west virginia,166592.5,6258,1596,48,230717.1912,8181
20-Mar,georgia,299900,55979,25348,2344,415058.0856,87622
20-Mar,rhode island,395000,2363,1236,8,645027.9817,4486
20-Mar,nevada,349450,9368,4896,336,621849.9589,11190
20-Mar,tennessee,297000,20373,9596,772,415217.9425,31308
20-Mar,louisiana,230327.5,16688,5080,380,305191.5091,22608
20-Mar,michigan,224066,27748,11952,416,320114.8575,37581
20-Mar,utah,449950,8884,4844,460,820983.5432,16294
20-Mar,illinois,239450,47683,19340,316,358029.8785,73963
20-Mar,florida,339934,137739,43484,3424,681140.5437,205196
20-Mar,iowa,211450,13169,4668,248,246042.429,18676
20-Mar,wyoming,268350,2511,780,32,696716.2894,3247
20-Mar,new york,495308,58032,16444,504,1094440.483,84431
20-Mar,north carolina,319950,34879,14780,1296,431297.0984,52938
20-Mar,new hampshire,369000,3529,1732,76,474494.6936,5257
20-Mar,hawaii,659000,5638,1616,48,1333645.048,6672
20-Mar,vermont,289900,3544,668,20,431865.1424,4344
20-Mar,connecticut,375000,17040,5208,124,740882.4633,17167
20-Mar,california,599974.5,59655,32748,1532,1296756.821,105292
20-Mar,colorado,512500,16926,9888,748,991542.3949,28066
20-Mar,kentucky,219450,11182,4136,108,289061.3706,18525
20-Mar,virginia,337900,25188,13412,792,477301.2164,35604
20-Mar,north dakota,228700,2838,904,48,272059.3575,3726
20-Mar,ohio,189200,21872,11468,384,270822.9397,40478
20-Mar,nebraska,239950,4885,2200,120,312118.9901,8460
20-Mar,new jersey,399900,36227,14052,340,582727.329,38820
20-Mar,massachusetts,559450,12778,7960,200,894599.1071,16031
20-Mar,oregon,429000,10920,6260,1400,567656.2502,18810
20-Mar,district of columbia,699900,1156,868,12,1093961.453,1443
20-Mar,wisconsin,259900,14968,6460,128,347417.6314,22464
20-Mar,maryland,347000,14197,7836,496,466704.7558,17203
20-Feb,texas,289280,90154,35220,4372,409147.8507,128774
20-Feb,wyoming,265000,2454,656,28,696592.2036,3159
20-Feb,rhode island,374900,2374,1108,12,612315.4268,4219
20-Feb,alabama,239000,18874,6016,708,310595.195,22792
20-Feb,hawaii,672500,5572,1628,40,1351204.548,6657
20-Feb,arkansas,189900,12067,3316,112,261111.4947,15240
20-Feb,kansas,176000,7816,2640,124,276502.5244,12025
20-Feb,oklahoma,214900,12547,4384,208,283183.7005,15264
20-Feb,south carolina,279900,25395,7788,992,421936.6044,36239
20-Feb,louisiana,225000,16648,4384,176,298001.5088,21975
20-Feb,colorado,499900,15890,6992,592,1030993.007,26182
20-Feb,washington,459950,10917,6992,768,657111.1643,20565
20-Feb,idaho,376760,5391,2444,772,611323.5284,6141
20-Feb,ohio,179777,22771,9852,376,261152.8832,38939
20-Feb,nebraska,239000,4714,1776,112,311956.5086,7740
20-Feb,georgia,296000,56657,22240,2324,406809.8611,85519
20-Feb,oregon,425000,10391,5004,1092,567186.3165,17522
20-Feb,new jersey,389999,35371,14832,488,590321.4996,37758
20-Feb,south dakota,239900,3009,872,20,311757.1784,3539
20-Feb,tennessee,289900,21071,8300,792,409646.4876,31129
20-Feb,delaware,329098,3558,1220,156,434310.7867,4033
20-Feb,kentucky,209900,11638,3628,132,287399.8072,18083
20-Feb,iowa,204000,12933,3616,316,241982.435,17407
20-Feb,montana,349000,4713,1108,60,660033.1244,6664
20-Feb,vermont,289000,3645,588,24,423787.0494,4314
20-Feb,maine,249900,5859,1124,40,383953.8423,6492
20-Feb,florida,339900,137524,42448,4408,690624.8795,200303
20-Feb,virginia,324900,24554,10100,824,469200.3463,33574
20-Feb,north dakota,224900,2759,736,32,271894.2847,3433
20-Feb,north carolina,316900,34752,11956,1324,423896.3925,51289
20-Feb,nevada,340000,9621,4192,408,619802.0676,11287
20-Feb,massachusetts,539500,11671,6104,188,882525.5963,14475
20-Feb,pennsylvania,225000,31162,11108,568,330483.3235,40032
20-Feb,minnesota,295000,14571,6140,180,388061.4029,21250
20-Feb,west virginia,165000,6446,1520,80,227762.5968,8086
20-Feb,mississippi,199000,9393,2332,116,259115.4367,12208
20-Feb,alaska,289900,2204,640,16,329607.8014,2270
20-Feb,missouri,199900,18196,6444,304,279653.7165,27665
20-Feb,utah,445000,8757,3708,648,818255.5456,15477
20-Feb,wisconsin,249900,14702,4780,116,338115.0636,20684
20-Feb,illinois,229000,47352,18180,308,348198.7131,69069
20-Feb,district of columbia,675000,1115,728,16,1052998.341,1396
20-Feb,new mexico,259000,6306,1976,104,383296.904,9103
20-Feb,new york,489000,57142,15540,536,1096524.526,81082
20-Feb,california,590000,58665,33060,1836,1314100.273,100667
20-Feb,new hampshire,355000,3384,1440,68,467466.9547,4899
20-Feb,indiana,196900,14463,5684,204,262581.1825,20120
20-Feb,michigan,209900,29156,9944,400,305700.1331,36061
20-Feb,arizona,369900,17798,8848,1004,605580.2902,33574
20-Feb,maryland,338990,13828,6444,520,455070.7838,16469
20-Feb,connecticut,367900,15766,5200,120,743218.2039,15870
20-Jan,georgia,294950,58706,22056,2472,402775.5924,81402
20-Jan,north dakota,225000,2826,648,24,271051.2491,3276
20-Jan,wyoming,265450,2548,560,12,684677.1689,3076
20-Jan,michigan,204950,31002,9400,396,300816.7342,35181
20-Jan,tennessee,286450,22763,8536,508,406594.3578,31075
20-Jan,indiana,189900,15998,5332,184,262752.618,20314
20-Jan,hawaii,685000,5574,1636,28,1385789.948,6505
20-Jan,north carolina,311392,36860,11808,1168,418719.2865,49861
20-Jan,florida,339950,136716,44524,3804,694861.1595,183517
20-Jan,maine,249900,6241,1112,44,380094.5303,6816
20-Jan,utah,434300,9307,3508,592,791814.6785,14880
20-Jan,california,566950,58915,30504,1376,1284278.195,91823
20-Jan,district of columbia,690000,1174,740,8,1032508.038,1411
20-Jan,kentucky,199950,12487,3864,92,277792.3151,17474
20-Jan,oregon,424475,11010,4236,332,566023.2052,16981
20-Jan,oklahoma,210984,12918,4216,216,284139.9447,15055
20-Jan,connecticut,359900,15201,3864,112,745152.3802,15298
20-Jan,kansas,178250,8075,2448,144,273536.2017,11383
20-Jan,south dakota,237400,2919,756,12,306366.9283,3348
20-Jan,arizona,367450,19056,9388,896,600793.3943,30755
20-Jan,illinois,215400,47446,15872,268,330002.31,63974
20-Jan,wisconsin,242950,15427,4060,68,327360.8264,19832
20-Jan,new jersey,379900,35059,12848,444,578937.4677,37002
20-Jan,delaware,325400,3603,1008,192,427202.9499,3939
20-Jan,missouri,198250,19107,5472,196,274089.2992,26724
20-Jan,montana,349000,4955,1020,36,656124.5573,6560
20-Jan,colorado,494000,16971,6456,700,1004668.737,25096
20-Jan,ohio,176500,25211,9920,320,255157.2055,37843
20-Jan,new york,469694,56857,14680,524,1068261.432,80732
20-Jan,nebraska,235449.5,4901,1624,72,283004.2855,7214
20-Jan,west virginia,159900,6699,1468,60,225900.8931,8031
20-Jan,mississippi,198850,9466,2316,108,259511.7329,11642
20-Jan,pennsylvania,219000,32676,9292,552,322699.1044,39566
20-Jan,maryland,329900,14831,5480,364,448688.6636,17004
20-Jan,alaska,287000,2298,532,20,325070.1831,2362
20-Jan,texas,286500,91150,33384,4644,406101.0432,120649
20-Jan,new hampshire,342500,3598,1080,56,453017.928,4858
20-Jan,minnesota,283681,14854,4596,192,375867.4998,19944
20-Jan,nevada,338500,10390,3912,364,627696.3437,11718
20-Jan,massachusetts,514950,12108,4916,160,850048.5089,13984
20-Jan,idaho,374450,5894,2084,180,613435.0435,6529
20-Jan,new mexico,255950,6454,1808,60,386404.7747,8763
20-Jan,arkansas,189000,12350,3504,156,259488.0626,14861
20-Jan,washington,455450,11615,4688,516,645892.6583,19524
20-Jan,alabama,235990,19139,5568,464,309877.7791,22149
20-Jan,vermont,284950,3766,540,32,417803.7315,4346
20-Jan,virginia,317171,24932,9076,784,458654.5446,32024
20-Jan,south carolina,276000,25875,7608,860,417879.1642,34254
20-Jan,iowa,199245,13116,3736,120,239125.9716,16855
20-Jan,rhode island,364900,2594,1076,8,597397.2526,4137
20-Jan,louisiana,224900,16683,4280,172,296993.8294,21090
19-Dec,illinois,219450,51449,9912,232,329628.001,68725
19-Dec,north carolina,309880,39953,8168,936,413753.0497,53668
19-Dec,new hampshire,339450,4187,764,68,445072.3754,5611
19-Dec,virginia,318400,27457,5732,452,452175.7,34956
19-Dec,montana,349700,5508,792,24,628623.127,6744
19-Dec,arizona,349949.5,20424,6596,764,559487.9639,32230
19-Dec,south dakota,237200,3402,524,8,302151.4666,3634
19-Dec,pennsylvania,218900,35936,6648,408,318441.7457,43312
19-Dec,new mexico,255582.5,6972,1360,92,383271.7063,9344
19-Dec,new jersey,379450,38214,7092,284,549535.586,40292
19-Dec,south carolina,275000,27309,5520,596,416270.2719,36085
19-Dec,minnesota,277950,17081,3288,188,365791.7814,22884
19-Dec,utah,422450,10198,2624,324,741717.1008,16050
19-Dec,nebraska,229450,5432,1320,40,277911.1703,7916
19-Dec,nevada,334950,11517,3092,228,597918.4734,12909
19-Dec,new york,470000,62543,8724,360,1062821.475,88338
19-Dec,oregon,418500,12607,2892,996,551144.3532,19139
19-Dec,district of columbia,689900,1320,364,8,1003362.452,1549
19-Dec,delaware,319995,3848,616,76,422099.305,4216
19-Dec,michigan,203954,34916,7548,296,296742.4712,39286
19-Dec,north dakota,225465,3237,464,28,270233.9342,3668
19-Dec,hawaii,681500,5802,1348,32,1348917.493,6722
19-Dec,vermont,284950,4025,428,12,416802.2556,4660
19-Dec,indiana,189850,17613,4112,212,256453.7598,22233
19-Dec,tennessee,284950,24949,6572,412,401253.2825,33598
19-Dec,kansas,180975,8761,1808,140,272466.4307,12345
19-Dec,massachusetts,519450,14294,2492,136,842085.2534,16375
19-Dec,florida,335000,139448,33472,3104,666828.2103,188567
19-Dec,west virginia,164200,7321,920,40,225298.321,8722
19-Dec,connecticut,353688,17249,2112,68,724776.1123,17340
19-Dec,wisconsin,239950,17454,2904,104,322431.4005,22173
19-Dec,maryland,329000,16738,4020,412,440470.7383,18964
19-Dec,rhode island,354500,2906,684,0,586660.0251,4645
19-Dec,idaho,365000,6777,1664,128,577771.8483,7435
19-Dec,texas,285348,97393,24664,3836,401985.3074,129316
19-Dec,iowa,195450,13929,2748,232,236799.9533,17778
19-Dec,louisiana,224950,17859,3296,116,295568.7849,22268
19-Dec,kentucky,202350,13576,2728,136,276773.806,18943
19-Dec,california,557500,65824,18272,1232,1221111.52,103460
19-Dec,wyoming,268000,2820,436,8,680380.9066,3375
19-Dec,washington,450000,13724,3864,540,634421.6282,22731
19-Dec,alabama,234048,20418,4088,404,305446.4407,23429
19-Dec,missouri,199000,21160,4232,304,272303.3954,29442
19-Dec,georgia,291000,64036,16104,1840,397692.6525,87803
19-Dec,alaska,285000,2658,452,20,321257.773,2734
19-Dec,colorado,475000,21062,5320,664,921605.416,30327
19-Dec,oklahoma,208950,13512,3340,152,320374.1877,15598
19-Dec,arkansas,189000,13164,2552,72,258268.9948,15758
19-Dec,ohio,174950,28146,7396,320,251888.545,42013
19-Dec,maine,249999,6986,852,28,384396.9257,7690
19-Dec,mississippi,198750,10136,1776,64,259532.7896,12378
19-Nov,iowa,199500,14717,3300,240,242211.7808,18933
19-Nov,maryland,339000,19763,6468,436,450337.6033,22563
19-Nov,west virginia,168000,7860,1396,60,226956.2508,9592
19-Nov,hawaii,675000,5944,1660,28,1326033.425,6891
19-Nov,arkansas,189900,14038,3060,100,259825.8287,16655
19-Nov,minnesota,279900,20720,5296,196,366495.7196,28208
19-Nov,district of columbia,689900,1655,756,12,982813.7003,1946
19-Nov,wyoming,269000,3044,528,20,650282.7372,3663
19-Nov,north dakota,226165,3551,668,16,270905.1823,3992
19-Nov,vermont,289000,4369,496,16,413316.7221,5264
19-Nov,oregon,419900,14977,4320,1036,550344.9401,22419
19-Nov,oklahoma,210000,14340,3592,132,282891.9361,16605
19-Nov,michigan,214000,39406,10140,344,300198.3891,44989
19-Nov,pennsylvania,224900,40688,10716,440,322401.9823,49820
19-Nov,colorado,474900,24084,6920,524,865454.5278,35787
19-Nov,south carolina,276400,28570,7120,840,418219.8546,38809
19-Nov,kansas,189900,9571,2840,152,278220.9642,13527
19-Nov,maine,259000,7955,1188,36,387274.5189,8899
19-Nov,rhode island,365000,3397,1192,16,605842.9081,5547
19-Nov,delaware,321900,4194,984,112,424809.4846,4608
19-Nov,virginia,321536,31698,9448,472,454657.8553,40505
19-Nov,wisconsin,244900,19975,4468,108,321630.3265,26360
19-Nov,ohio,179900,31347,10372,408,255743.0178,48650
19-Nov,california,575000,79302,29084,1436,1190765.71,122591
19-Nov,nebraska,229750,5908,1796,96,279239.2341,8674
19-Nov,tennessee,284900,27141,8736,468,399365.0564,36609
19-Nov,texas,289900,104054,30096,2912,408479.9386,139558
19-Nov,illinois,229900,57846,14160,352,339976.3016,77832
19-Nov,utah,414990,11548,3788,344,703205.0054,18249
19-Nov,louisiana,226900,18651,3960,144,301543.9454,23067
19-Nov,missouri,199900,23200,6000,228,277190.3388,33260
19-Nov,north carolina,310000,43168,11636,808,414432.8892,59504
19-Nov,kentucky,208854,14713,3828,168,280268.587,20344
19-Nov,indiana,194900,19502,5844,196,260198.9303,25603
19-Nov,new jersey,389000,43754,10980,360,552997.2644,46141
19-Nov,new mexico,255000,7609,1840,84,383089.2052,10299
19-Nov,washington,459950,17139,6064,468,641119.3922,27729
19-Nov,south dakota,239900,3921,840,20,302427.8414,4175
19-Nov,new hampshire,340000,5128,1264,80,449588.54,7051
19-Nov,arizona,350000,22040,8916,768,557651.0678,35576
19-Nov,nevada,335000,12747,4140,292,585906.9219,14435
19-Nov,mississippi,199500,10365,2156,84,262226.2153,12882
19-Nov,alabama,235000,21369,5056,408,307020.0802,24836
19-Nov,new york,469900,70578,14804,568,1034071.224,98105
19-Nov,connecticut,359000,20419,3524,120,719501.0031,20514
19-Nov,georgia,295000,68043,20300,1900,397469.8278,95688
19-Nov,alaska,289500,2961,504,24,326993.7489,3043
19-Nov,montana,350000,6154,928,32,619388.7611,7648
19-Nov,idaho,360000,7662,2172,148,567356.7566,8482
19-Nov,florida,335000,139805,39860,3200,658310.068,192414
19-Nov,massachusetts,524900,18346,5664,140,833559.183,21447
19-Oct,kentucky,209975,15373,4680,104,280253.6196,21353
19-Oct,new hampshire,341950,5981,1864,76,445918.1404,8250
19-Oct,delaware,325000,4357,1356,124,424129.2475,4797
19-Oct,wisconsin,246000,22193,6364,88,322812.2026,29637
19-Oct,michigan,215040,43180,14220,384,302275.42,49172
19-Oct,georgia,293992,72297,24140,2436,393961.3391,101292
19-Oct,south carolina,277995,29297,8076,708,421145.4071,39775
19-Oct,alaska,289700,3331,684,28,326501.6489,3414
19-Oct,rhode island,367400,3662,1448,12,604560.122,5963
19-Oct,alabama,235000,22277,5692,596,307478.5036,24923
19-Oct,new jersey,390072,47221,13676,368,555954.2827,48493
19-Oct,new york,472034.5,75007,17360,508,1031025.542,101820
19-Oct,minnesota,279950,23328,7816,168,365741.1948,31730
19-Oct,district of columbia,679950,1706,952,16,964893.2649,1974
19-Oct,virginia,328000,33672,10608,544,456562.9536,43088
19-Oct,maine,259900,8745,1668,32,387100.613,9808
19-Oct,massachusetts,522450,20437,7784,172,819168.4171,23976
19-Oct,arizona,359900,22322,10308,712,560136.7967,36427
19-Oct,pennsylvania,224900,43299,13324,460,321691.5499,52809
19-Oct,vermont,287000,4965,764,20,409774.2592,5954
19-Oct,missouri,200000,24290,7992,252,278012.9474,34910
19-Oct,maryland,344950,20950,7804,396,455341.8999,23716
19-Oct,nebraska,234700,6273,2520,48,282365.2608,6681
19-Oct,tennessee,289650,27581,10196,572,399284.2737,38419
19-Oct,ohio,185450,32788,13448,336,261076.8204,51181
19-Oct,mississippi,199849.5,10534,2352,68,262638.0108,13350
19-Oct,indiana,199900,20441,7804,236,265093.0538,27182
19-Oct,west virginia,169900,8168,1596,40,229778.9596,9987
19-Oct,montana,362200,7187,1260,24,610105.3115,8964
19-Oct,connecticut,359950,22179,4636,84,729099.2164,22281
19-Oct,north dakota,229750,3836,784,44,274036.8872,4099
19-Oct,iowa,200000,15346,4144,288,244804.6534,19810
19-Oct,hawaii,680000,5944,1652,32,1304373.674,6872
19-Oct,florida,330632,138962,41348,3188,641429.5784,189850
19-Oct,wyoming,263721.5,3449,692,20,667604.8077,4106
19-Oct,oklahoma,209999.5,14590,4496,168,283313.1005,17158
19-Oct,oregon,421450,17139,5496,340,549920.9699,19361
19-Oct,colorado,470519.5,26633,9552,580,852310.9402,40209
19-Oct,arkansas,192817,14337,3460,104,262848.0552,17090
19-Oct,louisiana,229000,19160,4252,132,302818.241,23845
19-Oct,illinois,245450,59729,19396,300,355266.5064,81006
